SD8 4/16 5:30pm
SD8 4/17 3:20pm
SD8 4/23 2:40pm
SD8 4/29 4:00pm
3108,28,55,1024
63150,28,56,1024
123193,28,61,1024
2830,28,59,1024
62872,28,56,1024
122914,28,55,816
182958,28,59,843
243002,29,55,863
303044,29,63,882
363086,28,58,900
423128,28,56,907
483170,28,58,917
543212,28,54,926
603254,28,51,934
663296,28,49,939
723338,29,49,943
783380,28,61,948
843422,28,54,950
903464,28,55,951
963506,28,58,949
1023548,28,55,950
1083590,29,50,943
1143632,29,52,944
1203674,29,51,218
1263716,29,49,244
1323764,30,51,218
1383806,29,58,264
1443848,28,57,413
1503890,28,55,215
1563932,28,55,235
1623974,29,53,248
1684016,29,51,243
1744058,28,51,242
1832880,28,57,251
1892923,27,56,254
1952965,27,56,259
2013007,28,60,290
2073049,27,56,949
2133091,28,57,964
2193133,28,58,970
2253176,28,60,974
2313218,28,58,976
2373260,28,61,978
2433302,28,57,979
2493344,28,56,982
2553386,28,53,984
2613428,28,55,985
2673470,28,63,986
2733512,27,63,987
2793554,27,60,987
2853596,27,62,988
2913638,27,64,987
2973687,27,60,988
3033729,27,59,990
3093771,27,59,991
3153813,27,56,991
3213856,27,60,992
3273898,27,60,994
3333940,27,57,996
3393982,27,64,997
3454024,26,68,998
3514066,25,64,999
3574108,26,66,1000
3634150,26,67,1001
3694193,26,66,1001
3754235,26,65,1002
3814277,26,66,1003
3874319,26,64,1003
3934361,26,64,1004
3994403,26,58,1004
4054445,26,57,1006
4114487,26,57,1006
4174530,26,57,1007
4234572,26,57,1008
4294614,26,57,1008
4354656,26,53,1008
4414698,26,55,1008
4474740,26,54,1008
4534789,26,55,1007
4594831,26,54,1007
4654873,26,52,1008
4714915,25,53,1007
4774957,25,53,1008
4835000,25,55,1008
4895042,25,56,1008
4955084,24,63,1009
5015126,24,65,1008
5075168,24,67,1008
5135210,24,62,1009
5195252,24,69,1008
5255294,24,71,1008
5315336,24,72,1006
5375378,24,70,985
5435420,24,67,991
5495463,24,66,995
5555505,25,69,995
5615547,24,68,995
5675589,24,68,995
5735632,23,67,995
5795674,24,67,994
5855716,24,67,994
5915758,23,67,993
5975800,24,67,993
6035842,24,67,995
6095891,23,65,999
6156051,23,67,1000
6216279,24,66,1001
6276475,23,66,1010
6336520,23,65,1014
6396562,23,66,1014
6456604,23,66,1016
6516646,23,64,1014
6576688,23,61,1014
6636730,23,62,1014
6696772,23,61,1014
6756814,23,60,1016
6816856,23,60,1017
6876904,23,61,1016
6936946,23,61,1016
6996988,23,61,1014
7057030,23,61,1015
7117072,23,61,1016
7177114,23,60,1016
7237156,22,60,1015
7297199,23,61,1019
7357241,21,67,1016
7417283,22,71,1016
7477325,21,70,1016
7537367,22,70,1016
7597409,21,72,1016
7657458,21,70,1013
7717500,22,69,1016
7777542,21,67,1016
