Date,Value
04-29-2019,30463.947368421053
04-23-2019,13990.894736842105
04-17-2019,10527.315789473685
05-06-2019,74289.21052631579
05-09-2019,1.0
05-28-2019,1153215.0
05-20-2019,668187.5555555555
05-31-2019,1134033.5454545454
05-13-2019,148555.125
05-14-2019,414517.17647058825
05-15-2019,471340.5319148936
05-16-2019,514960.02127659577
05-17-2019,467307.9375
05-21-2019,654051.2608695652
05-22-2019,557571.6964285715
05-23-2019,959637.4390243902
05-24-2019,770444.7647058824
05-25-2019,1063211.347826087
05-26-2019,1194449.4705882352
05-27-2019,1692436.5
05-29-2019,1831727.9347826086
05-30-2019,1725161.53125
06-01-2019,2242851.0
06-02-2019,1893150.8235294118
06-03-2019,2254015.304347826
06-04-2019,2313967.5
06-05-2019,2190718.075
