Date,Value
04-17-2019,12871.95
04-12-2019,14895.35294117647
04-29-2019,22425.272727272728
06-08-2019,2835796.2580645164
05-28-2019,875824.7647058824
05-09-2019,170347.58823529413
05-20-2019,612154.8888888889
05-13-2019,122046.75
05-31-2019,761841.2727272727
05-06-2019,42180.57142857143
04-13-2019,17640.315789473683
04-30-2019,37194.34285714286
05-07-2019,90547.88571428572
05-10-219,232419.24324324325
05-14-2019,311655.8823529412
05-15-2019,324649.76470588235
05-16-2019,437198.8695652174
05-17-2019,363082.76470588235
05-21-2019,550937.9411764706
05-22-2019 (1),692548.1086956522
05-23-2019,775286.5882352941
05-24-2019,722864.2826086957
05-25-2019,1042438.0243902439
05-26-2019,996328.1176470588
05-27-2019,1207488.0
05-29-2019 (1),1331784.7173913044
05-30-2019,1259301.28125
06-01-2019,1513648.7608695652
06-02-2019,1500020.0217391304
06-03-2019,1747777.1739130435
06-04-2019,1968898.6470588236
06-05-2019 (1),2318650.0
06-06-2019,2701480.5
06-07-2019,3263370.5714285714
06-09-2019,3407079.4285714286
06-10-2019,4096980.470588235
06-11-2019,3599561.0
06-12-2019,3703066.875
06-13-2019,3142370.9464285714
06-13-2019 (1),2257459.5
