Date,Value
04-12-2019,12746.470588235294
04-17-2019,8436.139534883721
04-29-2019,0.0
06-02-2019,2139778.0212765955
05-06-2019,43608.27272727273
05-18-2019,723901.7424242424
05-25-2019,807676.7647058824
05-13-2019,120486.0
05-09-2019,188403.88235294117
05-22-2019,720102.8823529412
04-13-2019,13865.684210526315
05-07-2019,106394.91176470589
05-10-2019,274481.7
05-14-2019,339978.0
05-15-2019,324507.29411764705
05-16-2019,405913.89130434784
05-17-2019,291768.70588235295
05-19-2019,455581.5
05-20-2019,511614.70588235295
