Date,Value
04-29-2019,11844.290322580646
05-06-2019,28243.83870967742
04-23-2019,13098.267857142857
04-17-2019,4083.0
05-09-2019,58298.6129032258
05-13-2019,169435.0
05-28-2019,824463.2210526316
05-20-2019,165918.32142857142
05-29-2019,993182.0
06-13-2019,3592866.638297872
06-06-2019,2077379.6170212766
4-18-2019,22114.6
4-30-2019,29152.68
05-07-2019,63414.92307692308
05-10-2019,236886.84
05-14-2019,289197.21428571426
05-15-2019,210549.47368421053
05-16-2019,242569.26315789475
05-17-2019,111938.34782608696
05-21-2019,358761.51219512196
05-22-2019,518163.7272727273
05-23-2019,661207.3846153846
05-24-2019,600872.1315789474
05-25-2019,593030.0425531915
05-26-2019,637365.7058823529
05-27-2019,864817.9615384615
05-30-2019,1074067.8260869565
05-31-2019,833160.2352941176
06-01-2019,944411.1764705882
06-02-2019,1179720.1176470588
06-03-2019,1348286.6470588236
06-04-2019,1621279.108695652
06-05-2019,2023756.8292682928
06-07-2019,2203079.0
06-08-2019,2624058.0
06-09-2019,2557288.470588235
06-10-2019,3124626.9782608696
06-11-2019,3175722.0
06-12-2019,2923439.8723404254
06-14-2019,3517191.529411765
06-15-2019,4147929.847826087
06-16-2019,3833394.9411764704
06-17-2019,3925821.847826087
06-18-2019,3123167.411764706
06-19-2019,3522522.0
