SD8 4/16 5:30pm
SD8 4/17 3:20pm
SD8 4/23 2:40pm
SD8 4/29 4:00pm
SD8 5/06 4:00pm
SD8 5/13 10:30am
SD8 5/20 3:10pm
SD8 5/22 3:00pm
SD8 5/29 1:00pm
SD8 6/05 10:00am

3164,29,56,890
2825,29,56,884
62867,30,52,886
122910,31,45,867
182953,30,56,802
242996,29,51,831
303039,28,61,892
363082,27,63,907
423125,27,68,912
483168,26,70,921
543211,27,69,922
603253,27,65,918
663296,27,63,917
723339,28,65,918
783382,29,63,923
843425,30,61,925
903468,31,53,930
963511,31,59,926
1023554,30,55,913
1083597,30,53,906
1143640,28,57,913
1203688,28,49,904
1263732,27,58,893
1323774,28,53,898
1383818,28,61,915
1443860,28,56,926
1503904,28,60,939
1563946,29,64,942
1623990,29,64,953
1684032,29,65,951
1744076,30,62,955
1831771,30,63,953
1891815,29,61,958
1951857,29,65,965
2011901,28,67,966
2071943,28,70,962
2131987,28,71,970
2192029,28,68,971
2252073,28,64,975
2312115,28,64,976
2372159,28,57,976
2432201,28,69,976
2492245,28,66,974
2552287,28,68,971
2612331,27,60,970
2672373,27,63,967
2732417,27,64,967
2792459,28,58,966
2852509,29,61,965
2912552,30,57,965
2972595,30,49,965
3032638,30,56,964
3092681,30,61,962
3152724,28,68,962
3212767,27,57,966
3272810,25,64,966
3332853,25,62,964
3392896,24,75,962
3452939,25,65,966
3512982,25,63,967
3573025,26,68,963
3633068,27,67,964
3693112,28,65,959
3753155,30,61,958
3813198,31,55,960
3873241,32,51,959
3933284,31,60,962
3993327,30,55,959
4053370,28,54,960
4113413,27,52,951
4173457,27,51,959
4233502,27,54,968
4293546,27,58,967
4353590,27,57,960
4413634,27,61,968
4473684,27,58,959
4533730,27,58,967
4593773,28,57,968
4653819,29,56,967
4713862,30,54,970
4773908,30,56,960
4833954,30,63,968
4894002,29,62,965
4954045,28,36,966
5014091,27,51,971
5074135,27,52,974
5134181,26,57,974
5194224,27,55,973
5254270,27,61,969
5314314,27,58,967
5374361,28,55,969
5434404,28,60,966
5494449,29,60,968
5554491,30,56,966
5614535,30,53,965
5674577,31,58,968
5734621,31,50,965
5794663,29,58,966
5854708,29,43,967
5914750,28,59,962
5974794,27,51,962
6034836,26,58,968
6094886,26,53,968
6154929,26,61,957
6214972,26,61,970
6275015,27,56,970
6335058,28,63,973
6395104,28,61,971
6455151,29,55,968
6515194,29,52,973
6575237,30,55,966
6635406,31,55,966
6695571,30,58,962
6755653,29,42,966
6815696,28,53,968
6875739,27,46,970
6935782,27,53,968
6995825,26,52,966
7055868,27,60,965
7115911,26,57,965
7175954,27,56,961
7235997,26,62,965
7296041,27,57,960
7356084,28,53,962
7416127,29,55,967
7476170,29,53,966
7536213,29,56,966
7596257,29,62,967
7656301,28,65,968
7716349,27,57,968
7776393,25,61,968
7836435,25,62,971
7896479,24,67,974
7956521,24,59,971
8016565,25,63,970
8076607,26,62,970
8136651,27,60,966
8196696,27,63,965
8256744,28,64,968
8316786,29,52,970
8376830,29,51,969
8436872,30,56,968
8496916,29,58,970
8556958,28,54,971
8617003,28,61,971
8677044,27,54,973
8737088,26,59,971
8797130,25,50,973
8857174,25,66,973
8917216,25,57,976
8977261,25,63,974
9037302,26,61,976
9097347,26,62,974
9157389,27,61,975
9217433,27,60,975
9277475,28,58,974
9337525,29,55,975
9397568,29,52,971
9457611,30,52,971
9517654,29,60,971
9577697,28,57,973
9637740,27,64,967
9697784,26,58,974
9757827,26,65,968
9817870,26,61,967
9877913,26,65,973
9937956,25,64,972
9997999,25,60,969
10058042,26,62,961
10118085,26,61,961
10178128,27,59,964
10238172,28,57,968
10298214,28,54,967
10358257,29,55,971
10418300,28,60,966
10478343,28,60,968
10538386,28,55,972
10598429,28,57,973
10658472,29,61,974
10718515,29,59,967
10778558,28,63,975
10838601,27,65,974
10898652,26,67,973
10958694,26,64,974
11018775,25,71,973
11078816,25,71,972
11138860,26,71,968
11198902,26,69,968
11258946,27,69,971
11318988,26,67,967
11379032,27,64,962
11439074,28,61,974
11499118,28,59,971
11559160,28,57,967
11619204,28,64,970
11679246,28,64,970
11739290,28,58,971
11799332,28,61,972
11859376,29,64,971
11919418,28,63,971
11979462,27,62,971
12039504,26,66,966
12099548,26,63,970
12159590,25,61,970
12219634,26,63,973
12279676,27,60,962
12339721,27,56,961
12399763,27,54,970
12459816,26,62,967
12519862,27,59,967
12579905,27,56,971
12639948,28,58,971
12699992,27,60,970
12760035,27,59,969
12820078,28,58,971
12880121,28,57,971
12940164,28,55,970
13000207,28,47,973
13060250,28,62,972
13120293,27,61,972
13180336,27,55,971
13240379,26,68,974
13300422,26,62,968
13360465,26,62,970
13420508,27,59,967
13480551,28,60,970
13540594,27,57,973
13600637,27,64,973
13660680,27,62,973
13720723,27,59,971
13780766,27,58,970
13840809,27,62,971
13900852,27,63,972
13960901,27,62,968
14020946,28,61,971
14080987,28,59,966
14141031,28,57,969
14201073,28,56,968
14261117,27,55,967
14321159,27,64,968
14381203,27,60,968
14441245,27,60,967
14501289,27,63,975
