SD8 4/16 5:30pm
SD8 4/17 3:20pm
SD8 4/23 2:40pm


3121,30,26,1024
63164,30,24,1024
123207,30,27,1024
2832,29,31,1024
62873,29,28,1024
122915,29,36,1024
182957,29,35,743
242999,30,49,755
303041,29,47,799
363083,29,49,810
423125,28,48,823
483167,29,44,831
543209,29,44,833
603251,29,46,856
663293,28,44,867
723335,29,45,873
783377,28,45,876
843419,29,49,882
903461,29,56,884
963505,29,53,895
1023551,29,57,905
1083593,28,48,913
1143635,29,51,917
1203677,29,53,923
1263719,29,56,926
1323761,29,55,927
1383810,29,55,393
1443852,29,60,304
1503894,28,59,296
1563936,29,65,318
1623978,28,50,372
1684020,28,61,354
1744062,29,54,380
1832724,29,56,278
1892767,30,52,942
1952809,29,53,959
2012851,29,42,966
2072893,29,53,970
2132935,29,52,973
2192977,30,56,976
2253019,29,49,978
2313062,29,57,979
2373104,29,53,982
2433146,29,50,983
2493188,30,47,983
2553230,30,45,984
2613272,29,42,985
2673314,30,38,986
2733356,30,47,984
2793398,30,49,985
2853440,30,53,985
2913482,30,45,987
2973524,30,51,986
3033573,30,50,986
3093615,30,48,988
3153657,30,52,990
3213699,30,47,991
3273741,31,52,992
3333783,30,51,992
3393825,30,42,995
3453867,30,51,994
3513909,30,51,995
3573951,30,54,996
3633993,30,41,1001
3694037,29,45,997
3754079,29,47,999
3814121,29,53,1000
3874163,29,53,1001
3934205,28,52,1003
3994247,28,50,1003
4054289,29,49,1009
4114331,29,51,1009
4174373,28,49,1009
4234415,29,49,1009
4294457,30,50,1009
4354499,30,48,1009
4414541,31,48,1010
4474583,30,46,1010
4534625,30,49,1012
4594674,29,50,1011
4654716,29,50,1012
4714758,28,51,1008
4774800,28,50,1012
4834842,28,46,1013
4894884,28,55,1012
4954926,28,49,1011
5014968,28,46,1012
5075010,28,39,1011
5135052,28,48,1013
5195094,28,50,1012
5255136,28,52,1012
5315178,28,48,1011
5375220,28,53,1011
5435262,28,48,1012
5495305,28,47,1012
5555347,29,47,1013
5615389,29,48,1010
5675431,29,47,1012
5735473,30,46,1013
5795515,30,42,1012
5855557,29,46,1014
5915599,28,50,1014
5975641,28,46,1013
6035683,28,50,1013
6095725,28,49,1012
6155774,28,47,1012
6215816,28,47,1013
6275859,29,47,1013
6335901,30,47,1012
6395943,29,52,1012
6455985,29,51,1013
6516145,28,47,1011
6576374,30,48,1013
6636565,30,53,1013
6696609,30,40,1014
6756651,29,46,1014
6816693,28,41,1013
6876735,28,49,1015
6936777,27,49,1014
6996819,27,51,1016
