Date,Value
1611,2112381
1614,3079560
1615,1551441
1616,2241012
1618,2091699
1623,1024809
1624,1814598
1626,1479174
1627,2287239
1629,3038796
1639,2428884
1640,2103093
1641,2994201
1645,2519151
1646,2050518
1650,2493465
1653,1945392
1657,2288103
1658,2697729
1659,2045682
1661,2707557
1663,467085
1664,1362879
1665,1491315
1646,163788
1647,137487
1648,154776
1649,149847
1650,132600
1651,157353
1652,160431
1653,116130
1655,140367
1656,137823
1658,153891
1663,3
1667,153855
1668,143514
1670,142539
1673,147252
1674,127881
1675,28458
1676,147648
1677,157185
1678,153249
1679,137895
1680,147072
1681,152502
1683,161529
1684,163452
1685,158721
1690,151029
1694,150966
1695,148578
1697,149352
1698,139386
1699,163581
1701,130725
1702,162831
1703,132456
1704,161091
1825,5831562
1832,3588519
1843,2056509
1930,7145331
1973,5499186
2057,4701552
