Date,Value
235,2068689
236,1432842
237,1499439
238,1040136
239,1134417
240,1746468
241,2449497
242,1859862
243,1361229
244,1733208
245,2018076
246,989931
247,1109829
248,749739
249,1597347
250,902784
251,1520181
252,1246137
253,798372
254,884778
255,2257266
256,916932
257,597315
258,1421523
259,867126
260,1553151
261,2518101
262,1852797
263,1105287
264,1457400
265,1809570
266,1252767
267,715176
268,1398351
269,863736
270,757071
271,758685
272,841824
273,678663
274,706524
275,2360598
276,1067814
277,1567326
278,1242072
279,1864656
280,946560
281,982872
282,1942428
283,1159428
284,962757
285,1262982
286,2489979
287,943725
288,1153815
289,938139
290,436947
291,356973
292,965796
293,1887585
294,1056819
295,2281521
296,565302
297,2824839
298,2359035
299,915180
300,1006632
301,1359078
302,1333218
303,896061
304,3153465
305,1235190
306,1497831
307,1203030
308,1547604
309,2444592
310,1577685
311,1876530
312,1167420
313,1758258
314,896721
315,995022
316,2396979
317,1004028
318,1452570
319,1259778
320,1000515
321,1407255
322,1285047
323,410190
324,712464
325,2242929
326,916293
327,1033665
328,1301892
329,2718237
330,1327659
331,1054248
332,889014
333,1195233
334,1877418
335,1055460
336,1668567
337,1646628
338,1157208
339,1548249
340,1250883
341,1705101
342,1895856
343,497163
344,700515
345,1800243
346,1188945
347,1475067
348,1681824
349,1105029
350,1110054
351,2626344
352,1278225
353,2070492
354,1320027
355,1421148
356,1661172
357,3629307
358,779682
359,1274217
360,1479363
361,1090707
362,1225548
363,1916481
364,1860318
365,1477545
366,961104
367,1671858
368,1610559
369,2221578
370,2464974
371,1268319
372,973185
373,1380267
374,697257
375,794028
376,787311
377,1212378
378,929037
379,1511814
380,1518084
381,2092200
382,889068
383,1236141
384,3666456
385,1141815
386,822393
387,2285103
388,980394
389,1539621
390,479712
391,944832
392,1059825
393,759042
394,2219358
395,1721574
396,1575786
397,1148769
398,1612374
399,2322822
400,1119972
401,714606
402,1565316
403,1169562
404,939174
405,1492059
406,1038279
407,1254186
408,665802
409,1300308
410,1682289
411,2077299
412,1263480
413,1361580
414,1528827
415,1635183
416,1447923
417,1450593
418,2070471
419,1277022
420,928479
421,1844868
422,1072779
423,1088832
424,1254711
425,907137
426,2169276
427,2260821
428,1371423
429,2687091
430,1605882
431,972075
432,1108392
433,1407762
434,850050
435,1860390
436,1855260
437,2213295
438,1413324
439,926049
440,1435191
441,676065
442,1304022
443,515433
444,1804677
445,1086909
446,759522
447,1044864
448,1657587
449,1089207
450,1107063
451,1959393
452,1371651
453,721077
454,1590654
455,3954861
456,1773711
457,638556
458,1660263
459,1494354
460,1251585
461,1385127
462,1217697
463,2453709
464,1268301
465,1517016
466,2435436
467,1219443
