Date,Value
171,423969
173,372687
174,625434
175,685602
176,297132
180,505911
181,698475
184,638085
186,907542
187,385011
189,527007
190,896700
191,360876
192,810816
195,826200
196,372933
197,619803
198,511062
199,512865
200,320259
201,984621
202,2058
206,677463
207,491733
208,827079
209,1034277
212,817515
213,933489
215,421668
216,670344
218,803763
220,790773
221,685101
226,542805
227,649572
228,483420
229,353016
230,373572
232,943338
233,636849
235,921078
236,545172
238,542517
239,443784
240,212955
242,756417
243,510861
244,1112592
247,736407
250,376158
251,858813
252,1003176
253,673971
254,948744
256,755193
258,327594
259,914736
260,502221
263,396804
265,834906
266,617475
268,758472
269,262740
271,773280
272,953793
273,722529
276,1036566
277,967878
278,288879
279,941514
280,329046
281,478941
282,686031
283,367011
284,347253
288,641637
289,298572
290,295023
292,676830
293,640527
294,681780
297,425883
298,225558
301,326721
302,587775
303,374547
305,912981
307,960687
308,734490
309,294318
310,379770
311,461361
312,555516
316,684438
317,353970
318,352668
320,114627
322,754023
325,666306
326,886101
328,972693
331,349464
335,459915
337,666861
338,112416
339,99540
340,256452
341,747381
342,609705
343,619533
345,692715
346,644733
347,548925
349,562806
350,822894
351,196854
352,5277
355,4902
356,773907
359,588243
361,346116
363,959022
365,433962
367,854904
370,569892
371,779238
372,503622
373,538242
377,842001
380,733947
383,552456
385,664641
387,493173
389,563361
390,1022049
391,968586
392,790344
393,398214
394,386385
395,565584
398,671895
399,330402
401,797106
403,409485
404,475749
405,340491
408,462258
411,701418
412,1116753
413,939255
416,460251
418,4632
420,722361
421,492117
422,614928
423,316164
425,868419
426,453954
427,502806
428,413628
431,455472
432,315369
433,608130
437,632589
438,611112
439,1037433
440,326277
441,484371
443,662958
445,561141
446,327975
447,1045374
448,635286
449,971892
450,228189
451,281679
452,430065
453,756354
455,429018
456,336546
457,655683
458,572583
460,658713
463,158397
465,1096224
467,472017
468,486594
469,357099
471,497361
473,524163
475,419094
476,829128
478,882933
480,603990
481,536058
482,270210
483,459582
485,658752
486,828063
487,737058
488,1086411
490,436770
491,731793
493,688341
497,394461
499,1031043
500,318126
501,35850
502,340842
503,546789
505,378081
506,780006
507,248376
511,790920
512,479184
513,607080
515,442329
495,61716
496,30138
497,29637
499,32649
500,26619
503,16167
505,16551
506,50226
507,32316
508,41577
512,15579
513,34794
514,30204
515,25377
516,51105
517,25227
519,62634
522,51291
524,39891
525,13881
526,40650
527,58101
529,18333
530,16716
531,33144
533,20376
535,15447
536,22746
539,31326
540,17259
542,53118
545,65520
547,31374
549,15504
550,35760
551,22848
552,50595
583,917730
586,1558800
593,2326116
597,1642707
610,2022837
611,1201998
612,1493679
623,1187217
627,1272480
634,2216616
635,952845
636,156
637,1501383
640,2207253
641,1811397
643,1928139
645,983739
647,1839462
648,2325528
649,2223423
651,585186
652,1361373
655,1374099
656,945927
657,2240193
659,908292
660,1611123
661,1153314
663,1512177
664,527748
666,2022462
667,569553
669,944133
671,1496454
673,1653894
675,2035320
677,2036652
678,2005548
679,868542
680,2026608
681,2559810
683,2160213
684,1621680
685,2126304
691,1304889
692,1292919
693,640392
695,1739220
696,2001411
698,1496835
700,2174082
701,1386870
704,2114019
705,1348056
707,1363710
708,78
709,1987203
710,2118405
711,1923612
713,982524
714,1174233
716,1962372
717,1527180
718,2189367
719,1646292
720,1078203
723,1585158
725,1951854
726,2270037
727,1949985
