Date,Value
219,24507
220,37110
221,38826
222,39678
223,16584
224,17151
225,24468
226,15972
227,27579
228,42624
229,20172
230,48639
231,27471
232,50868
233,40710
234,25773
235,38919
236,11823
237,47019
238,37197
239,29802
240,26352
241,19509
242,19011
243,41703
244,17820
245,38781
246,40596
247,29649
248,29898
249,53079
250,16923
251,15321
252,38106
253,24024
254,43212
255,32166
256,33219
257,49215
258,14631
259,37806
260,20535
261,23577
262,21000
263,24501
264,20199
265,49335
266,18408
267,19533
268,26280
269,46809
270,18561
271,31536
272,14994
273,18120
274,27576
275,19212
276,26637
277,36270
278,19305
279,18129
280,32388
281,18093
282,33222
283,14988
284,29328
285,33003
286,37068
287,27723
288,40680
289,21633
290,13530
291,31446
292,42012
293,15843
294,38295
295,13035
296,44916
297,34242
298,40245
299,17955
300,19413
301,16350
302,37518
303,14511
304,27222
305,28356
306,45219
307,42282
308,12441
309,22560
310,53685
311,46788
312,31740
313,30693
314,45342
315,17526
316,22173
317,46911
318,31347
319,23280
320,16116
321,21060
322,24444
323,51522
324,11028
325,45726
326,22542
327,49509
328,21216
329,15111
330,17346
331,42456
332,18720
333,35343
334,23721
335,48906
336,42081
337,15675
338,31377
339,25026
340,45162
341,20811
342,19881
343,20031
344,48297
345,30945
346,31989
347,15195
348,33072
349,41514
350,49470
351,44493
352,44073
353,17748
354,41613
355,14982
356,43860
357,42312
358,20097
359,31218
360,23106
361,21303
362,14697
363,35052
364,48717
365,25791
366,26949
367,20919
368,29340
369,15480
370,44700
371,19245
372,50820
373,36993
374,15777
375,39285
376,22584
377,45168
378,44343
379,17505
380,22308
381,21129
382,36339
383,32748
384,40575
385,23100
386,45195
387,44616
388,43110
389,33864
390,51732
391,22080
392,39459
393,28431
394,48036
395,40296
396,13425
397,12939
398,51000
399,33087
400,42918
401,52788
402,40659
403,45219
404,21921
405,16908
406,25146
407,26337
408,19677
409,40398
410,15705
411,20109
412,23346
413,38403
414,20193
415,42846
416,49086
417,44007
418,19665
419,17784
420,39126
422,29514
423,20424
424,48360
425,19827
426,24144
427,28029
428,359196
429,47124
430,29634
431,30459
432,44781
433,38721
434,42456
435,47706
436,53118
437,25692
438,21075
439,18618
440,28320
441,15174
442,21648
443,43485
444,16641
461,729183
462,395928
463,570516
464,850419
465,349923
466,327591
467,185121
468,820485
469,475767
470,430683
471,595689
472,725628
473,136608
474,777126
475,677820
476,187974
477,798009
478,168747
479,775479
488,562017
476,47208
477,127929
478,95679
479,62550
480,48561
481,64332
482,43671
483,84687
484,27819
485,18129
486,56640
487,55350
488,26799
489,25398
490,39348
491,216207
492,80289
493,59235
494,148062
495,52659
496,95514
497,100029
498,50502
499,121710
500,20751
501,41970
502,142080
503,32175
504,71868
505,88530
506,56655
507,307251
508,62067
509,29292
510,202911
511,85968
512,147657
513,91884
514,39237
515,103599
516,38307
517,48687
518,72045
519,95118
520,101472
521,24234
522,102045
523,29532
524,38022
525,48087
526,68610
527,74331
528,96255
529,69735
530,51411
531,27444
532,66570
533,137826
534,126747
535,49080
536,41379
537,39159
538,40308
539,130605
540,70119
541,66807
542,212115
543,51807
544,215310
545,21828
546,96531
547,126285
548,75735
549,25482
550,72750
551,51150
552,13269
553,24168
554,40017
555,208308
556,42456
557,74850
558,27312
559,66096
560,32301
561,39654
562,25935
563,26094
564,95076
565,128886
566,39567
567,46887
568,38445
569,46770
570,28287
571,300165
572,155931
573,119538
574,234780
575,69006
576,50712
577,77208
578,304530
579,84423
580,126222
581,95385
582,84135
583,88206
584,320448
585,81234
586,85905
587,38292
588,280362
589,94647
590,93294
591,29169
592,95361
593,45951
594,158331
595,72795
596,116829
597,46140
598,88296
599,45579
600,168051
601,27396
602,54438
603,219642
604,24096
605,96303
606,50835
607,288804
608,32040
609,84156
610,72168
611,116502
612,193158
613,52068
614,41781
615,27423
616,136722
617,173568
618,42975
619,24495
620,102714
621,42297
622,286755
623,61287
624,121002
625,52110
626,49320
627,15669
628,150081
629,45906
630,36462
631,19581
632,28320
633,44292
634,67134
635,236430
636,41829
637,38796
638,46215
639,54672
640,49545
641,34053
642,27330
643,75888
644,46599
645,28413
646,24498
647,349776
648,70494
649,92403
650,27516
651,167148
652,98505
653,86046
654,205074
655,23688
656,62616
657,77622
658,120417
659,46560
660,68610
661,155247
662,106125
663,50256
664,28659
665,268446
666,42702
667,119958
668,291261
669,38076
670,126609
671,35475
672,279216
673,56517
674,48693
675,200925
676,105573
677,57048
678,51123
679,43440
680,28251
681,20424
682,33519
683,51138
684,41097
685,23256
686,21465
687,36147
688,41523
689,81477
690,21540
691,48738
692,65310
693,79707
694,72942
695,83478
696,65640
697,78288
698,34101
699,79203
700,96681
701,203472
702,150246
703,51927
704,280581
705,44274
