Date,Value
235,825057
236,2478759
237,538596
238,2278458
239,1083159
240,1703781
241,2149398
242,2476965
243,950565
244,2394387
245,797325
246,2208561
247,2781174
248,992238
249,1123716
250,2145474
251,1817316
252,3109950
253,1105134
254,2136189
255,1021695
256,904233
257,999948
258,2029521
259,2163798
260,3074244
261,3482919
262,3131625
263,930822
264,2741766
265,927720
266,930141
267,1691478
268,899328
269,1596906
270,1840233
271,1963851
272,1803708
273,917988
274,1883247
275,1724262
276,1361145
277,1996338
278,3108426
279,1085247
280,1125804
281,2000292
282,742308
283,3311379
284,3174705
285,1920219
286,2412294
287,1861461
288,1633848
289,1325676
290,1524207
291,2722869
292,2769204
293,2222775
294,2563458
295,1362381
296,2448678
297,2761767
298,803220
299,993321
300,3426159
301,2109519
302,986754
303,2704473
304,2977821
305,2920704
306,1364832
307,1841166
308,1018602
309,1244232
310,2017872
311,1082112
312,979623
313,1939014
314,1185366
315,2013627
316,1290063
317,2023605
318,1721628
319,708342
320,1751295
321,1451070
322,2993487
323,1320642
324,1825296
325,2582814
326,732777
327,1319685
328,2009316
329,768789
330,900681
331,2514018
332,928500
333,1354791
334,2473884
335,2913630
336,1138515
337,3089850
338,2972775
339,1368588
340,2169405
341,2121129
342,3389880
343,1586133
344,1007625
345,840642
346,2451252
347,1694499
348,2299506
349,1067793
350,253176
351,2833620
352,1213983
353,2634108
354,1123347
355,831030
356,1127211
357,1455366
358,1000278
359,1463382
360,923823
361,1129857
362,1210134
363,422850
364,2026134
365,3260319
366,915045
367,809283
368,1975584
369,2366463
370,2476413
371,1891053
372,3021783
373,1417557
374,1549845
375,944286
376,1893708
377,1215321
378,3104274
379,999813
380,1485189
381,2441121
382,2794797
383,1343550
384,847236
385,2631717
386,1543713
387,2765721
388,1026255
389,1280739
390,1314879
391,2032434
393,1998996
394,1151448
395,1394025
396,841344
397,2228268
398,2102439
399,978003
400,881976
401,2578965
402,2203413
403,2999970
404,2456334
405,1354269
406,2013681
400,1590702
401,1289652
402,2599071
403,1969209
404,2041704
405,1165116
406,1724976
407,877473
408,1274136
409,1784415
410,4017528
411,1241421
412,1389192
413,1406313
414,2213613
415,3140622
416,1082976
417,1560321
418,2169000
419,2534055
420,2972700
421,1862559
422,1315308
423,1007565
424,2621142
425,3154689
426,2891706
427,2597058
428,1462545
429,1646313
430,1774566
431,1764828
432,2585691
433,3279228
434,1839330
435,2053308
436,2228997
437,2332353
438,2755839
439,899631
440,1837203
441,2727858
442,1288710
443,2994507
444,1442553
445,2099367
446,1002462
447,1786302
448,1478355
449,1713558
450,1787049
451,2922411
452,3095376
453,861450
454,1750842
455,3555342
456,4006911
457,3058137
458,1259358
459,2966424
460,1515144
461,1819584
462,1359840
463,2097414
464,2935845
465,2546994
466,2049087
467,1395663
468,2701725
469,1071093
470,1614060
471,2785032
472,2641743
473,1435896
474,1298931
475,1514940
476,2696301
477,3811941
478,2208066
479,1590705
480,1683642
481,1735860
482,2619591
483,2088822
484,2205135
485,2240817
486,3598467
487,1604892
488,2361204
489,3382818
490,2610570
491,999117
492,1167222
493,2048493
494,2004696
495,1285659
496,1622598
497,1701132
498,2821449
499,2671785
500,2052687
501,3424509
502,2108841
503,4728606
504,4731108
505,1830132
506,3033837
507,1701351
508,4471089
509,1104930
510,2321418
511,1133694
512,1821099
513,2128329
514,1606059
515,1651536
516,1709787
517,1570059
518,1994055
519,1719651
520,995688
521,2623497
522,2903277
523,2742411
524,2520180
525,1730892
526,4168938
527,1939623
528,2692074
529,1942608
530,939057
531,1427592
532,1490406
533,1444179
534,2963112
535,1955418
536,3054312
537,1543524
538,1798572
539,3897114
540,2244564
541,2566629
542,2228871
543,4670145
544,1290240
545,3916815
546,1094823
547,1416813
548,769887
549,1758471
550,4895532
551,1219962
552,1656780
553,1923174
