"#NAMES"
"Date/Time","Water Over Sensor","Water Surface Elevation","Stage","Flow Rate","Target Flow","Gate Position","Target Gate"
"#TYPES"
"str","D","L","D","L","L","L","L"
"#ROWS","1346"
"07-01-2022 12:21:09 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 12:36:09 PM","-3.002230167388916",,"-2.951115131378174",,,,
"07-01-2022 12:36:09 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 12:51:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 12:51:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:06:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:06:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:21:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:21:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:36:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:36:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 01:51:12 PM","-3.001115083694458",,"-2.950000047683716",,,,
"07-01-2022 01:51:12 PM","-3.0",,"-2.950000047683716",,,,
"07-01-2022 02:06:13 PM","-3.0",,"-2.951115131378174",,,,
"07-01-2022 02:06:13 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 02:21:14 PM","-3.001115083694458",,"-2.952230215072632",,,,
"07-01-2022 02:21:14 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 02:36:14 PM","-3.002230167388916",,"-2.950000047683716",,,,
"07-01-2022 02:36:14 PM","-3.0",,"-2.950000047683716",,,,
"07-01-2022 02:51:14 PM","-3.0",,"-2.951115131378174",,,,
"07-01-2022 02:51:14 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 03:06:14 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 03:06:14 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 03:21:15 PM","-3.001115083694458",,"-2.950000047683716",,,,
"07-01-2022 03:21:15 PM","-3.0",,"-2.950000047683716",,,,
"07-01-2022 03:36:15 PM","-3.0",,"-2.950000047683716",,,,
"07-01-2022 03:36:15 PM","-3.0",,"-2.950000047683716",,,,
"07-01-2022 03:51:16 PM","-3.0",,"-2.951115131378174",,,,
"07-01-2022 03:51:16 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 04:06:17 PM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-01-2022 04:06:17 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 04:21:17 PM","-3.003345012664795",,"-2.951115131378174",,,,
"07-01-2022 04:21:17 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 04:36:18 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 04:36:18 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 04:51:18 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 04:51:18 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 05:06:18 PM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-01-2022 05:06:18 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 05:21:19 PM","-3.003345012664795",,"-2.951115131378174",,,,
"07-01-2022 05:21:19 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 05:36:19 PM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-01-2022 05:36:19 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 05:51:19 PM","-3.003345012664795",,"-2.951115131378174",,,,
"07-01-2022 05:51:19 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-01-2022 06:06:20 PM","-3.001115083694458",,"-2.9544601440429688",,,,
"07-01-2022 06:06:20 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 06:21:20 PM","-3.004460096359253",,"-2.952230215072632",,,,
"07-01-2022 06:21:20 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 06:36:21 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 06:36:21 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 06:51:21 PM","-3.002230167388916",,"-2.9544601440429688",,,,
"07-01-2022 06:51:21 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 07:06:21 PM","-3.004460096359253",,"-2.952230215072632",,,,
"07-01-2022 07:06:21 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 07:21:22 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 07:21:22 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-01-2022 07:36:22 PM","-3.002230167388916",,"-2.9555752277374268",,,,
"07-01-2022 07:36:22 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 07:51:23 PM","-3.005575180053711",,"-2.9566903114318848",,,,
"07-01-2022 07:51:23 PM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-01-2022 08:06:23 PM","-3.006690263748169",,"-2.9544601440429688",,,,
"07-01-2022 08:06:23 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 08:21:24 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 08:21:24 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 08:36:25 PM","-3.004460096359253",,"-2.9533450603485107",,,,
"07-01-2022 08:36:25 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 08:51:25 PM","-3.003345012664795",,"-2.9544601440429688",,,,
"07-01-2022 08:51:25 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-01-2022 09:06:26 PM","-3.004460096359253",,"-2.9555752277374268",,,,
"07-01-2022 09:06:26 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 09:21:26 PM","-3.005575180053711",,"-2.9566903114318848",,,,
"07-01-2022 09:21:26 PM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-01-2022 09:36:27 PM","-3.006690263748169",,"-2.9578051567077637",,,,
"07-01-2022 09:36:27 PM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-01-2022 09:51:27 PM","-3.007805109024048",,"-2.9566903114318848",,,,
"07-01-2022 09:51:27 PM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-01-2022 10:06:28 PM","-3.006690263748169",,"-2.9533450603485107",,,,
"07-01-2022 10:06:28 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 10:21:28 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 10:21:28 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-01-2022 10:36:29 PM","-3.003345012664795",,"-2.9589202404022217",,,,
"07-01-2022 10:36:29 PM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-01-2022 10:51:30 PM","-3.008920192718506",,"-2.9555752277374268",,,,
"07-01-2022 10:51:30 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 11:06:31 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 11:06:31 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 11:21:31 PM","-3.005575180053711",,"-2.9578051567077637",,,,
"07-01-2022 11:21:31 PM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-01-2022 11:36:31 PM","-3.007805109024048",,"-2.9555752277374268",,,,
"07-01-2022 11:36:31 PM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-01-2022 11:51:32 PM","-3.005575180053711",,"-2.9566903114318848",,,,
"07-01-2022 11:51:32 PM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 12:06:32 AM","-3.006690263748169",,"-2.9578051567077637",,,,
"07-02-2022 12:06:32 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 12:21:32 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 12:21:32 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 12:36:32 AM","-3.007805109024048",,"-2.9566903114318848",,,,
"07-02-2022 12:36:32 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 12:51:33 AM","-3.006690263748169",,"-2.9578051567077637",,,,
"07-02-2022 12:51:33 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 01:06:33 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 01:06:33 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 01:21:34 AM","-3.007805109024048",,"-2.9589202404022217",,,,
"07-02-2022 01:21:34 AM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-02-2022 01:36:35 AM","-3.008920192718506",,"-2.9578051567077637",,,,
"07-02-2022 01:36:35 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 01:51:35 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 01:51:35 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 02:06:35 AM","-3.007805109024048",,"-2.9566903114318848",,,,
"07-02-2022 02:06:35 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 02:21:36 AM","-3.006690263748169",,"-2.9578051567077637",,,,
"07-02-2022 02:21:36 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 02:36:37 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 02:36:37 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 02:51:37 AM","-3.007805109024048",,"-2.9589202404022217",,,,
"07-02-2022 02:51:37 AM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-02-2022 03:06:38 AM","-3.008920192718506",,"-2.9578051567077637",,,,
"07-02-2022 03:06:38 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 03:21:38 AM","-3.007805109024048",,"-2.9555752277374268",,,,
"07-02-2022 03:21:38 AM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-02-2022 03:36:39 AM","-3.005575180053711",,"-2.9578051567077637",,,,
"07-02-2022 03:36:39 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 03:51:40 AM","-3.007805109024048",,"-2.9566903114318848",,,,
"07-02-2022 03:51:40 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 04:06:41 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 04:06:41 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 04:21:41 AM","-3.006690263748169",,"-2.9578051567077637",,,,
"07-02-2022 04:21:41 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 04:36:42 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 04:36:42 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 04:51:42 AM","-3.007805109024048",,"-2.9589202404022217",,,,
"07-02-2022 04:51:42 AM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-02-2022 05:06:42 AM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-02-2022 05:06:42 AM","-3.008920192718506",,"-2.9589202404022217",,,,
"07-02-2022 05:21:43 AM","-3.008920192718506",,"-2.9555752277374268",,,,
"07-02-2022 05:21:43 AM","-3.005575180053711",,"-2.9555752277374268",,,,
"07-02-2022 05:36:44 AM","-3.005575180053711",,"-2.9578051567077637",,,,
"07-02-2022 05:36:44 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 05:51:44 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 05:51:44 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 06:06:45 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 06:06:45 AM","-3.007805109024048",,"-2.9578051567077637",,,,
"07-02-2022 06:21:45 AM","-3.007805109024048",,"-2.9544601440429688",,,,
"07-02-2022 06:21:45 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 06:36:45 AM","-3.004460096359253",,"-2.9566903114318848",,,,
"07-02-2022 06:36:45 AM","-3.006690263748169",,"-2.9566903114318848",,,,
"07-02-2022 06:51:46 AM","-3.006690263748169",,"-2.951115131378174",,,,
"07-02-2022 06:51:46 AM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 07:06:47 AM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-02-2022 07:06:47 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 07:21:47 AM","-3.003345012664795",,"-2.9544601440429688",,,,
"07-02-2022 07:21:47 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 07:36:48 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 07:36:48 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 07:51:49 AM","-3.004460096359253",,"-2.9533450603485107",,,,
"07-02-2022 07:51:49 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 08:06:49 AM","-3.003345012664795",,"-2.951115131378174",,,,
"07-02-2022 08:06:49 AM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 08:21:50 AM","-3.001115083694458",,"-2.952230215072632",,,,
"07-02-2022 08:21:50 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:36:50 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:36:50 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:51:51 AM","-3.002230167388916",,"-2.9533450603485107",,,,
"07-02-2022 08:51:51 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:06:52 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:06:52 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:21:52 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:21:52 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:36:52 AM","-3.003345012664795",,"-2.952230215072632",,,,
"07-02-2022 09:36:52 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 09:51:53 AM","-3.002230167388916",,"-2.951115131378174",,,,
"07-02-2022 09:51:53 AM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 10:06:53 AM","-3.001115083694458",,"-2.952230215072632",,,,
"07-02-2022 10:06:53 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 10:21:54 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 10:21:54 AM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 10:36:54 AM","-3.002230167388916",,"-2.9533450603485107",,,,
"07-02-2022 10:36:54 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:51:54 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:51:54 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 11:06:55 AM","-3.003345012664795",,"-2.9544601440429688",,,,
"07-02-2022 11:06:55 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 11:21:56 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 11:21:56 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 11:36:56 AM","-3.004460096359253",,"-2.9533450603485107",,,,
"07-02-2022 11:36:56 AM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 11:51:57 AM","-3.003345012664795",,"-2.948884963989258",,,,
"07-02-2022 11:51:57 AM","-2.998884916305542",,"-2.948884963989258",,,,
"07-02-2022 12:06:58 PM","-2.998884916305542",,"-2.950000047683716",,,,
"07-02-2022 12:06:58 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 12:21:58 PM","-3.0",,"-2.951115131378174",,,,
"07-02-2022 12:21:58 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 12:36:59 PM","-3.001115083694458",,"-2.9544601440429688",,,,
"07-02-2022 12:36:59 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 12:52:00 PM","-3.004460096359253",,"-2.950000047683716",,,,
"07-02-2022 12:52:00 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 01:07:00 PM","-3.0",,"-2.951115131378174",,,,
"07-02-2022 01:07:00 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 01:22:01 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 01:22:01 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 01:37:02 PM","-3.001115083694458",,"-2.950000047683716",,,,
"07-02-2022 01:37:02 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 01:52:03 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 01:52:03 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 02:07:03 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 02:07:03 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 02:22:04 PM","-3.0",,"-2.948884963989258",,,,
"07-02-2022 02:22:04 PM","-2.998884916305542",,"-2.948884963989258",,,,
"07-02-2022 02:37:05 PM","-2.998884916305542",,"-2.9533450603485107",,,,
"07-02-2022 02:37:05 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 02:52:05 PM","-3.003345012664795",,"-2.950000047683716",,,,
"07-02-2022 02:52:05 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 03:07:05 PM","-3.0",,"-2.951115131378174",,,,
"07-02-2022 03:07:05 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 03:22:05 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 03:22:05 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 03:37:05 PM","-3.001115083694458",,"-2.950000047683716",,,,
"07-02-2022 03:37:05 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 03:52:06 PM","-3.0",,"-2.951115131378174",,,,
"07-02-2022 03:52:06 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 04:07:07 PM","-3.001115083694458",,"-2.950000047683716",,,,
"07-02-2022 04:07:07 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 04:22:07 PM","-3.0",,"-2.951115131378174",,,,
"07-02-2022 04:22:07 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 04:37:07 PM","-3.001115083694458",,"-2.952230215072632",,,,
"07-02-2022 04:37:07 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 04:52:08 PM","-3.002230167388916",,"-2.950000047683716",,,,
"07-02-2022 04:52:08 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 05:07:08 PM","-3.0",,"-2.9544601440429688",,,,
"07-02-2022 05:07:08 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 05:22:09 PM","-3.004460096359253",,"-2.950000047683716",,,,
"07-02-2022 05:22:09 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 05:37:09 PM","-3.0",,"-2.952230215072632",,,,
"07-02-2022 05:37:09 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 05:52:09 PM","-3.002230167388916",,"-2.951115131378174",,,,
"07-02-2022 05:52:09 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 06:07:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 06:07:10 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 06:22:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 06:22:11 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 06:37:11 PM","-3.001115083694458",,"-2.9544601440429688",,,,
"07-02-2022 06:37:11 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 06:52:11 PM","-3.004460096359253",,"-2.952230215072632",,,,
"07-02-2022 06:52:11 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 07:07:12 PM","-3.002230167388916",,"-2.9533450603485107",,,,
"07-02-2022 07:07:12 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 07:22:12 PM","-3.003345012664795",,"-2.950000047683716",,,,
"07-02-2022 07:22:12 PM","-3.0",,"-2.950000047683716",,,,
"07-02-2022 07:37:13 PM","-3.0",,"-2.952230215072632",,,,
"07-02-2022 07:37:13 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 07:52:13 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 07:52:13 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:07:14 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:07:14 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 08:22:14 PM","-3.002230167388916",,"-2.9533450603485107",,,,
"07-02-2022 08:22:14 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 08:37:14 PM","-3.003345012664795",,"-2.951115131378174",,,,
"07-02-2022 08:37:14 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 08:52:15 PM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-02-2022 08:52:15 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 09:07:15 PM","-3.003345012664795",,"-2.952230215072632",,,,
"07-02-2022 09:07:15 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 09:22:16 PM","-3.002230167388916",,"-2.951115131378174",,,,
"07-02-2022 09:22:16 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 09:37:17 PM","-3.001115083694458",,"-2.9544601440429688",,,,
"07-02-2022 09:37:17 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 09:52:17 PM","-3.004460096359253",,"-2.9533450603485107",,,,
"07-02-2022 09:52:17 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:07:17 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:07:17 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:22:18 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:22:18 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 10:37:18 PM","-3.003345012664795",,"-2.9544601440429688",,,,
"07-02-2022 10:37:18 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-02-2022 10:52:19 PM","-3.004460096359253",,"-2.952230215072632",,,,
"07-02-2022 10:52:19 PM","-3.002230167388916",,"-2.952230215072632",,,,
"07-02-2022 11:07:19 PM","-3.002230167388916",,"-2.9533450603485107",,,,
"07-02-2022 11:07:19 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 11:22:20 PM","-3.003345012664795",,"-2.951115131378174",,,,
"07-02-2022 11:22:20 PM","-3.001115083694458",,"-2.951115131378174",,,,
"07-02-2022 11:37:20 PM","-3.001115083694458",,"-2.9533450603485107",,,,
"07-02-2022 11:37:20 PM","-3.003345012664795",,"-2.9533450603485107",,,,
"07-02-2022 11:52:21 PM","-3.003345012664795",,"-2.9544601440429688",,,,
"07-02-2022 11:52:21 PM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-03-2022 12:07:21 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-03-2022 12:07:21 AM","-3.004460096359253",,"-2.9544601440429688",,,,
"07-03-2022 12:22:22 AM","-3.004460096359253",,"-2.9544601440429688",,,,
